year,site,treatment,ACLE,ACMI,AGAU,AGEX,AGGL,AGOX,AGSC,AGST,ALAE,ALGE,ANPA,ANROSE,ANROSU,ANSE,APIX,ARCA,ARDRA,ARFE,ARFR,ARLU,ARTX,BLTR,BOGR,BRAN,BRAX,BRIN,BROX,BRPO,BRYX,CAAQ,CAASC,CACA,CADO,CADU,CAMI,CAOB,CAPA,CAPEL,CAPET,CAPR,CARO,CASC,CASIM,CAST,CAUT,CAWO,CAXX,CAXX1,CAXX2,CEAR,CEBR,CEFO,CHSE,CIMA,CIPA,COSC,CRRU,DAFL,DAPA,DASP,DECA,DRYX,ELAC,ELAL,ELEL,ELPAL,ELTR,ELTRSU,ELTRTR,ELYX,EPCI,EQAR,EQLA,ERCA,ERFL,ERFO,ERSP,FEAR,FEID,FETH,FRVE,FUN,GABO,GAME,GEAM,GETR,GLGR,GLST,GNEX,HEVI,HIOD,HOBR,HYSC,IRMI,JUBA,JULO,JUNX,JUSA,KOMA,LALA,LEMI,LEPX,LEVI,LIC,LOAR,MAGL,MARX,MEAR,MIGL,MOFI,MUMI,MUMO,MURI,MUWR,OEFL,ORLU,OXVI,PASM,PERY,PHAL,PHPR,PLMA,POAM,POAN,POAV,POCO,PODI,PODO,POER,POFE,POHI,PONA,PONE,POOC,POPA,POPE,POPR,POPU,POTX,PRVU,PSMO,RACA,RACY,RAIN,RAMA,RANX,RONA,RORX,ROSI,ROSP,RUAC,SARH,SCPR,SEER,SELX,SICA,SISC,SOSI,SPAN,STCA,STEX,STLO,SYAS,TAOF,THFE,THIN,THMO,TOPA,TRLO,TRPR,TRRE,VECA,VEPE,VERX,VIAD,VIAMA,VIAMM
2003,RS7C,C,0,23,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1,1,0,1,0,4,0,8,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,RS8C,C,0,3,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,11,0,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2003,RS1LE,LE,0,13,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,4,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,2,0,0,3,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0
2003,RS2LE,LE,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,2,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,RS3LE,LE,2,13,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,5,0,0,0,0,0,1,2,0,0,9,1,0,0,0,0,0,0,0,3,0,0,1,0,0,3,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,4,0,0,2,0,0,0,0,0,0
2003,RS4LE,LE,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,6,0,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,6,0,1,0,0,0,8,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0
2003,RS5LE,LE,0,4,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,3,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,4,0,0
2003,RS6LE,LE,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,2,0,0,0,0,0,0
2003,RS1UE,UE,0,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,2,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,2,8,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2003,RS2UE,UE,0,19,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,9,1,3,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,1,7,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,RS3UE,UE,3,9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,2,7,0,0,0,0,0,1,2,0,3,4,7,0,0,0,0,0,0,0,3,0,0,1,1,0,5,18,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,1,0,0,1,0,0,0,0,0,0
2003,RS4UE,UE,1,8,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,3,0,3,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,5,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,1,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,RS5UE,UE,2,9,0,0,1,0,2,0,0,1,0,0,5,0,0,1,0,1,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,5,0,0,0,0,0,3,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,2,0,0,7,0,0,1,1,0,0,2,0,0,0,0,0,53,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0
2003,RS6UE,UE,2,4,0,0,2,0,2,2,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,13,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,5,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,RS16C,C,0,26,1,0,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,5,2,3,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,1,5,0,1,0,0,0,2,12,1,2,14,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,18,0,0,0,0,0,0,5,0,0,0,1,0,34,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,3,0,0,3,0,0,0,1,0,0
2004,RS17C,C,0,13,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,14,0,5,0,13,0,3,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,27,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,18,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,2,0,0,0,2,0,0
2004,RS18C,C,0,13,0,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,12,2,6,1,3,0,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,6,0,0,0,2,0,0,10,2,0,0,0,0,0,0,7,0,5,3,4,0,0,0,0,0,0,0,0,0,0,2,1,0,7,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,3,0,0,0,0,0,1
2004,RS1C1,C,0,24,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,5,0,1,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,3,0,0,5,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,5,0,0,0,0,0,0
2004,RS1C2,C,0,20,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,1,8,0,2,0,5,0,1,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,14,1,0,3,1,0,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,1,0,3,0,0,0,0,0,0
2004,RS2C,C,0,14,0,0,1,0,2,0,2,3,0,3,6,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,9,0,5,0,2,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,4,0,0,0,0,0,4,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,3,0,15,0,0,3,0,0,0,0,0,0,5,0,0,0,1,0,44,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,1,2,0,5,0,0,0,0,0,0
2004,RS3C,C,1,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0,3,0,4,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,8,0,1,0,0,0,0,0,0,1,0,0,4,1,0,9,33,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,2,0,0,1,0,0,0,0,0,0
2004,RS4C,C,2,15,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,3,0,17,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,7,0,1,0,0,0,6,6,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,37,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0
2004,RS5C,C,0,2,0,0,1,0,6,0,0,1,0,0,4,0,0,1,0,0,7,2,0,5,3,0,0,0,0,0,0,7,0,0,3,0,0,5,1,7,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,10,1,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,13,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,1,3,0,2,0,0,0,2,0,0
2004,RS6C,C,0,3,0,0,0,0,2,0,0,1,0,4,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,21,0,0,0,0,0,1,1,12,0,4,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,43,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,RS7C,C,0,16,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,3,0,1,0,7,0,9,0,4,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,RS8C,C,0,3,0,0,2,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,10,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,5,0,3,10,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,0,0,2,7,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2,1,0,0,0,0,0
2004,RS1LE,LE,0,25,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,3,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,7,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,12,0,0,0,0,1,0,6,0,0,0,0,0,0
2004,RS2LE,LE,0,34,0,0,2,0,1,0,0,2,0,0,1,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,2,11,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,1,0,0,0,2,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,36,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,1,0,1,0,2,0,0,0,0,0,0
2004,RS3LE,LE,1,29,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,10,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,2,6,0,0,0,0,0,1,6,0,1,8,0,0,0,0,0,0,0,0,4,0,0,1,2,0,16,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,4,0,0,3,0,0,0,0,0,1
2004,RS4LE,LE,1,14,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,4,0,10,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,3,0,0,0,3,0,5,18,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,1,0,4,0,0,0,0,0,0
2004,RS5LE,LE,0,6,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,3,2,8,0,5,1,3,1,0,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,1,0,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,16,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,7,0,0,0,1,0,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,2,0,0,0,4,0,0
2004,RS6LE,LE,0,8,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,5,0,2,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,1,0,0,1,0,0,0,0,0,0
2004,RS1UE,UE,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,2,1,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,8,0,1,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,69,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,10,0,0,0,0,2,0,4,0,0,0,0,0,0
2004,RS2UE,UE,0,28,0,0,3,0,1,0,0,2,0,0,3,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,1,8,0,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,8,13,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,3,20,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,RS3UE,UE,2,29,0,0,0,0,4,0,1,2,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,2,0,9,0,10,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,1,1,0,1,5,0,0,0,0,1,1,8,0,4,3,6,0,0,0,0,0,1,0,5,0,0,2,2,0,8,29,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,3,3,0,2,0,0,0,0,0,1
2004,RS4UE,UE,1,15,0,0,1,0,5,0,0,2,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,9,0,9,1,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,7,0,2,1,0,0,6,16,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,16,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,10,1,0,0,0,0,34,0,1,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,0,3,0,0,0,0,1,0
